name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"washington, dc",2023-05-21,78.8,57.5,68.4,78.8,57.5,68.4,50.7,56.4,0.022,100,12.5,rain,0,0,25,15.7,328.2,1016.7,29.9,9.9,223.1,19.2,8,10,2023-05-21T05:51:02,2023-05-21T20:19:00,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-22,81.7,58.4,70.3,80.2,58.4,70.2,51.3,53.7,0,0,0,,0,0,12.8,10.9,61.1,1020.7,55.7,9.9,198.9,17.2,8,10,2023-05-22T05:50:19,2023-05-22T20:19:50,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-23,74.6,60.3,67,74.6,60.3,67,51.7,59.5,0,0,0,,0,0,18.3,12.6,82.5,1024.4,84.9,9.7,181.8,15.7,6,10,2023-05-23T05:49:39,2023-05-23T20:20:40,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-24,80.6,55.4,67.8,80.1,55.4,67.8,49.4,53.5,0,0,0,,0,0,11.4,10.7,92.1,1018.1,65,9.9,211.3,18.2,8,10,2023-05-24T05:49:00,2023-05-24T20:21:29,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-25,72.8,57.7,65.4,72.8,57.7,65.4,42.9,45.8,0,0,0,,0,0,30.8,19.8,24.5,1019.6,53.3,9.9,238.4,20.6,9,10,2023-05-25T05:48:22,2023-05-25T20:22:17,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-26,74.7,54.2,65,74.7,54.2,65,44.8,51.2,0,0,0,,0,0,18.3,13.1,84.6,1024.1,45.9,9.9,232,20.1,9,10,2023-05-26T05:47:47,2023-05-26T20:23:05,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-27,76.8,55,66.3,76.8,55,66.3,42.9,45.6,0,0,0,,0,0,21.9,14.4,80,1025.4,64.7,9.9,234.4,20.4,9,10,2023-05-27T05:47:13,2023-05-27T20:23:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-28,73.7,59.5,66.2,73.7,59.5,66.2,51.8,60,0.011,100,4.17,rain,0,0,13.9,11.2,50.8,1019.8,95.2,9.7,136.8,12,5,10,2023-05-28T05:46:41,2023-05-28T20:24:37,0.29,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-29,76.5,62.8,67.6,76.5,62.8,67.6,61.9,82.4,0.733,100,58.33,rain,0,0,25.3,17.2,54.5,1015,97.2,8.9,71.7,6.3,3,30,2023-05-29T05:46:11,2023-05-29T20:25:22,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-30,74.7,59.8,65.8,74.7,59.8,65.8,55.5,71.1,0.12,100,16.67,rain,0,0,20.8,14.4,59.4,1020.1,85.4,9.7,213.3,18.4,9,10,2023-05-30T05:45:43,2023-05-30T20:26:06,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-05-31,77.7,55.2,66.2,77.7,55.2,66.2,49.8,58.8,0,0,0,,0,0,9.2,8.8,60.9,1021.4,22.5,9.4,262.5,22.7,9,10,2023-05-31T05:45:16,2023-05-31T20:26:49,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-01,83.6,58.5,72,83.6,58.5,71.9,57.4,62.9,0,0,0,,0,0,10.3,11,44.7,1018.6,19.7,8.8,236.3,20.4,9,10,2023-06-01T05:44:51,2023-06-01T20:27:31,0.42,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-02,92.5,63.3,77.6,90.6,63.3,77.3,59.8,58.6,0,0,0,,0,0,11.4,9.6,62.2,1013.1,18.8,8.3,227.1,19.7,9,10,2023-06-02T05:44:28,2023-06-02T20:28:12,0.45,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-03,83.7,62.7,75.3,84.5,62.7,75.6,62.2,64.7,0,0,0,,0,0,21.9,17.3,81,1012.3,72.6,9.9,198,16.9,8,30,2023-06-03T05:44:07,2023-06-03T20:28:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-04,75.5,60.8,66.6,75.5,60.8,66.6,53,62.6,0,0,0,,0,0,25.3,13.1,120,1016.2,77.6,9.9,166,14.3,9,10,2023-06-04T05:43:48,2023-06-04T20:29:30,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-05,79.7,58.8,69.4,79.7,58.8,69.4,51.2,57,0,0,0,,0,0,19.7,13,352,1013.2,67.6,9.9,221.3,19.1,9,10,2023-06-05T05:43:31,2023-06-05T20:30:07,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-06,82.8,60.3,72.6,80.9,60.3,72.2,47,41.7,0,0,0,,0,0,25.9,15.9,283.2,1008.4,83.3,8.2,191.4,16.5,7,10,2023-06-06T05:43:16,2023-06-06T20:30:43,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-07,79.6,62.1,72,79.6,62.1,72,46.5,41.8,0,0,0,,0,0,20.8,15.5,348.5,1005.4,62.4,4.6,207.7,18,7,10,2023-06-07T05:43:02,2023-06-07T20:31:18,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-08,77.7,60.5,68.7,77.7,60.5,68.7,46.9,48.4,0,0,0,,0,0,18.3,13.6,39.2,1005.9,74.5,3,197.9,17.1,7,10,2023-06-08T05:42:51,2023-06-08T20:31:52,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-09,75.5,59.2,68.3,75.5,59.2,68.3,46.8,46.9,0,0,0,,0,0,32.2,14.9,320.6,1009.2,69.5,9.8,155.4,13.4,6,10,2023-06-09T05:42:41,2023-06-09T20:32:24,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-10,86.8,58.4,73.1,83.9,58.4,72.4,49.4,46.5,0,0,0,,0,0,21.9,14.2,248,1010.5,41.9,9.9,232.1,19.9,9,10,2023-06-10T05:42:33,2023-06-10T20:32:55,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-11,89.6,65.1,77.1,87.6,65.1,76.8,58,53.9,0,0,0,,0,0,25.3,15,180.4,1010.1,67.8,9.6,205.8,17.6,8,10,2023-06-11T05:42:27,2023-06-11T20:33:24,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-12,78.9,68,74.7,78.9,68,74.7,63.7,68.8,0.214,100,12.5,rain,0,0,29.4,15.6,202.6,1005.1,88.8,9.6,82.2,6.9,2,30,2023-06-12T05:42:23,2023-06-12T20:33:52,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-13,80.8,60.5,71.5,79.8,60.5,71.4,52.7,53.6,0,0,0,,0,0,19.7,12.4,238.5,1007.4,55.5,9.9,189,16.3,8,10,2023-06-13T05:42:20,2023-06-13T20:34:18,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-14,82.7,64.6,72,81.2,64.6,71.8,52.8,53.5,0,0,0,,0,0,35.8,23.4,237.8,1002.5,64.1,9.7,160.6,13.8,8,10,2023-06-14T05:42:20,2023-06-14T20:34:43,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-15,83.7,63.2,73.4,81.4,63.2,73,48.3,43.3,0,0,0,,0,0,23,13.4,300.3,1006.2,45.6,9.9,227.4,19.4,9,10,2023-06-15T05:42:21,2023-06-15T20:35:06,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-16,80.8,64.8,72.8,81.5,64.8,72.8,58.7,62.2,0.001,100,4.17,rain,0,0,31.3,23.2,326.3,1005.7,86.2,9.3,162.1,14,7,10,2023-06-16T05:42:24,2023-06-16T20:35:28,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-17,83.6,63.9,74,81.7,63.9,73.6,53.3,51.7,0,0,0,,0,0,30.1,20.1,320.1,1008.7,47.7,8.2,215.4,18.4,8,10,2023-06-17T05:42:29,2023-06-17T20:35:48,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-18,86.9,63.7,76.2,83.7,63.7,75.3,49.1,41.4,0,0,0,,0,0,16.1,11,306.5,1012.4,28.2,8.2,235.3,20.3,9,10,2023-06-18T05:42:35,2023-06-18T20:36:06,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-19,88.7,65.9,77.4,90.1,65.9,77.9,61.6,59.9,0,0,0,,0,0,23,14.5,123.8,1014.8,70.5,7.4,151.5,13.1,8,10,2023-06-19T05:42:44,2023-06-19T20:36:23,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-20,80.8,71.7,75.6,82.4,71.7,75.7,64.6,69.2,0,0,0,,0,0,28.9,18.6,76.3,1018.4,83.6,8.2,107.1,9.2,4,10,2023-06-20T05:42:54,2023-06-20T20:36:38,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-21,71.6,60.9,66,71.6,60.9,66,61.3,85,0.418,100,70.83,rain,0,0,38.8,24.2,46.2,1019.8,97.9,8,43,3.8,2,10,2023-06-21T05:43:06,2023-06-21T20:36:51,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-22,67.7,61,64.6,67.7,61,64.6,61.9,91.2,0.05,100,25,rain,0,0,24.2,14.6,51.2,1018.3,100,6.5,54.3,4.7,2,10,2023-06-22T05:43:19,2023-06-22T20:37:02,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-23,79,65.7,71.4,79,65.7,71.4,68.7,91.4,0.243,100,75,rain,0,0,17.2,9.3,73.2,1013.7,94.7,7.1,66,5.6,3,30,2023-06-23T05:43:34,2023-06-23T20:37:12,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-24,87.9,71.7,77.5,89.8,71.7,78.3,68.7,76.6,0.012,100,8.33,rain,0,0,9.2,10.2,211.2,1010.9,87.9,9.7,190.5,16.4,8,30,2023-06-24T05:43:51,2023-06-24T20:37:20,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C6294,KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-25,91.1,70.8,80.6,92.1,70.8,81.6,66.1,63.1,0,0,0,,0,0,10.3,13.1,255.4,1010,52.2,9.9,224,19.3,9,30,2023-06-25T05:44:10,2023-06-25T20:37:26,0.24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-26,87.9,75.4,80.8,94.4,75.4,83.1,69.6,70,0,0,0,,0,0,23,14.4,186.4,1005.3,81.8,9.7,142.3,12.2,6,30,2023-06-26T05:44:30,2023-06-26T20:37:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-27,84,68.9,74.2,86.4,68.9,74.5,65.4,75.1,0.755,100,37.5,rain,0,0,33.6,16.4,203.9,1005.4,85.4,9.7,132.7,11.3,7,30,2023-06-27T05:44:51,2023-06-27T20:37:33,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-28,81.9,67.6,74.7,82.3,67.6,74.8,61.6,64.8,0,0,0,,0,0,26.8,15.7,303.4,1011.7,67.4,6.6,158.8,13.5,6,10,2023-06-28T05:45:14,2023-06-28T20:37:33,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-29,86.8,65.1,75.7,84.6,65.1,75.5,59,58.3,0,0,0,,0,0,6.9,9.8,313,1017,22.4,3.7,216.9,18.6,8,10,2023-06-29T05:45:39,2023-06-29T20:37:32,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-06-30,86.8,70.3,76.2,91.6,70.3,77.1,67.6,75.9,0.426,100,20.83,rain,0,0,31.1,14.9,175.7,1016.8,65.3,5.3,126.8,11,6,10,2023-06-30T05:46:05,2023-06-30T20:37:29,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-07-01,86.8,71.5,77.2,95.4,71.5,79.2,70,79.2,0.248,100,12.5,rain,0,0,31.1,12.5,154.9,1015.2,79.2,6.4,128.7,11.2,4,30,2023-07-01T05:46:32,2023-07-01T20:37:24,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-07-02,89.6,73.7,80.5,99.9,73.7,85,73.4,79.8,0.018,100,4.17,rain,0,0,18.3,12.5,179.3,1011.3,85,9.3,143.1,12.4,5,60,2023-07-02T05:47:01,2023-07-02T20:37:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-07-03,90,77.6,82.3,95,77.6,85.4,71.7,71.3,0.011,100,8.33,rain,0,0,21.9,15.5,208.6,1011.1,82.3,9.9,196.8,17.1,9,30,2023-07-03T05:47:31,2023-07-03T20:37:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-07-04,90.9,72.8,81.8,95.5,72.8,84.3,69.9,69.7,0.796,100,12.5,rain,0,0,33.7,13.4,290.1,1013.4,64.8,9.6,219,19,10,60,2023-07-04T05:48:03,2023-07-04T20:36:57,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-07-05,91.7,75.3,82.8,99.1,75.3,86.5,70.7,67.7,0,0,0,,0,0,25.3,15.2,287.7,1015.2,74.3,9.3,127.3,11,9,30,2023-07-05T05:48:35,2023-07-05T20:36:44,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-06,89.5,75.4,81.6,95.8,75.4,85,72.4,74.6,0.149,100,8.33,rain,0,0,27.4,13.6,165.5,1013,56.5,9.5,150.1,13,10,30,2023-07-06T05:49:09,2023-07-06T20:36:30,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-07,87,75.2,80.5,95.2,75.2,83.8,72.7,77.8,0.7,100,12.5,rain,0,0,8.1,10.7,181.7,1010.7,56.4,9.3,179.3,15.6,9,30,2023-07-07T05:49:45,2023-07-07T20:36:13,0.65,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-08,90.7,75.6,80.9,97.9,75.6,83.1,72.7,77.2,0.432,100,8.33,rain,0,0,33.3,19.4,124.1,1010.4,74,9.5,179.3,15.3,8,60,2023-07-08T05:50:21,2023-07-08T20:35:55,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-09,84.8,73.5,77.5,90.1,73.5,78.9,71.1,81.2,0.126,100,8.33,rain,0,0,25,14.1,137.6,1009,81.7,9.7,111,9.5,5,60,2023-07-09T05:50:58,2023-07-09T20:35:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-10,88.5,70.7,78.6,90.7,70.7,79.2,64.7,64.5,0,0,0,,0,0,18.3,12.7,322.6,1010.3,64.9,9.9,216.3,18.7,9,10,2023-07-10T05:51:37,2023-07-10T20:35:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-11,89.6,70.7,80.9,88.2,70.7,80.6,59.8,50.6,0,0,0,,0,0,18.3,9.9,284.4,1013.4,36.1,9.9,241.2,20.9,10,10,2023-07-11T05:52:17,2023-07-11T20:34:48,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-12,90.9,72.2,82.2,92.3,72.2,83,64,55.8,0,0,0,,0,0,24.2,12.2,201.7,1014.5,43.7,9.9,228.1,19.6,9,10,2023-07-12T05:52:57,2023-07-12T20:34:22,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-13,92.9,75.1,84.3,98.7,75.1,87.4,69,61.7,0,0,0,,0,0,26.4,17.5,195,1011,63.9,9.9,231.5,20.1,10,30,2023-07-13T05:53:39,2023-07-13T20:33:54,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-14,89.8,72.8,80.9,97.8,72.8,83.1,68.1,66.1,1.23,100,8.33,rain,0,0,44.8,14.6,209.3,1011.9,76.2,9.8,176.6,15.3,10,30,2023-07-14T05:54:21,2023-07-14T20:33:25,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-15,87.8,72.8,79.6,98.4,72.8,83.6,73.6,82.3,0.012,100,12.5,rain,0,0,31.1,19.3,183.4,1012.6,76.8,9.4,161.7,14,9,60,2023-07-15T05:55:04,2023-07-15T20:32:53,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-16,85.7,75.5,79.7,93.6,75.5,82.7,73.5,82,0.142,100,33.33,rain,0,0,15,6.7,237.4,1009.7,84.8,9.7,121,10.4,8,60,2023-07-16T05:55:49,2023-07-16T20:32:20,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-17,88.1,74.3,81.7,92.9,74.3,83.4,68.8,66.7,0,0,0,,0,0,11.4,13.1,195.2,1013.9,52,6.9,191.8,16.7,7,30,2023-07-17T05:56:34,2023-07-17T20:31:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-18,89.8,73.7,82.1,90.7,73.7,83,66.5,61.3,0,0,0,,0,0,17.2,11,272.1,1014.7,51,7.9,227.8,19.6,8,10,2023-07-18T05:57:19,2023-07-18T20:31:07,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-19,86.9,72.8,79.7,92.5,72.8,81.9,70.6,74.7,0.482,100,20.83,rain,0,0,9.2,9.6,182,1015.6,76.7,9.2,202.9,17.4,9,60,2023-07-19T05:58:06,2023-07-19T20:30:29,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-20,87.9,73.1,81.4,92.1,73.1,83.4,69,67.4,0,0,0,,0,0,10.3,10.8,180.5,1014.4,46.9,8.9,190,16.4,9,60,2023-07-20T05:58:53,2023-07-20T20:29:48,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-21,87,69.7,79.3,90.2,69.7,80.1,66.8,67.5,0.378,100,16.67,rain,0,0,47.2,25.8,337.7,1008.9,71,9.5,152,13.2,9,30,2023-07-21T05:59:41,2023-07-21T20:29:06,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-22,85.6,70.9,78,85.7,70.9,78,61.1,57.3,0,0,0,,0,0,16.1,11.9,344.2,1010.9,64.4,9.9,177.1,15.3,8,10,2023-07-22T06:00:29,2023-07-22T20:28:22,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-23,86.9,69.4,78.9,87.9,69.4,79.4,64.7,63.5,0,0,0,,0,0,10.3,12.6,176.3,1014.7,39,9.9,187.9,16.1,9,10,2023-07-23T06:01:18,2023-07-23T20:27:36,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-24,84.6,73,78.9,89.1,73,80.4,69.3,72.9,0.046,100,4.17,rain,0,0,12.8,11.4,155.9,1018.2,71.7,9.9,168.8,14.7,8,30,2023-07-24T06:02:07,2023-07-24T20:26:48,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-25,88.6,73.4,79.4,96.6,73.4,81.6,71.1,76.6,0.002,100,4.17,rain,0,0,10.3,9.9,149.5,1018,79,9.9,221.5,19.3,9,30,2023-07-25T06:02:57,2023-07-25T20:25:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-26,88.8,69.4,79.4,95.7,69.4,82.4,69.6,73.5,0,0,0,,0,0,15,14.3,180.1,1018.9,30.6,9.7,217,18.8,9,30,2023-07-26T06:03:48,2023-07-26T20:25:09,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-27,96,78.7,84.8,104.6,78.7,89.1,73.2,70.4,0.006,100,4.17,rain,0,0,35.6,18.7,202.7,1015.5,66,9.7,134.5,11.7,8,60,2023-07-27T06:04:39,2023-07-27T20:24:16,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-28,94.9,78.3,85.9,107.9,78.3,92.6,73.8,68.4,0.093,100,12.5,rain,0,0,21.9,15.2,179.7,1016,61.3,9.7,207.5,17.9,9,60,2023-07-28T06:05:30,2023-07-28T20:23:22,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-29,96,74.6,81.6,107,74.6,84.8,71.2,72.1,0.476,100,4.17,rain,0,0,59.7,29.2,229.7,1011.8,74,9.9,201.2,17.6,9,60,2023-07-29T06:06:22,2023-07-29T20:22:27,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-30,85.7,72.5,79.2,85.1,72.5,79,61.6,56.4,0,0,0,,0,0,12.8,13.4,7.3,1014.4,48.7,9.9,224.4,19.2,9,10,2023-07-30T06:07:14,2023-07-30T20:21:30,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
"washington, dc",2023-07-31,84.7,70.4,77.3,84.8,70.4,77.3,62.3,62.7,0.369,100,8.33,rain,0,0,22.9,13.6,339.9,1015.8,60.3,9.7,213.3,18.5,10,10,2023-07-31T06:08:06,2023-07-31T20:20:31,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,D6279,72403793728,KADW,KDAA,74594013705"
